mol_id,smiles,stage1_label,scaffold
XS838293b,CC=1C=CC=C(C(=O)N2CC(CC(C)NC(=O)CC=3N=CNN3)C2)C1F,0,O=C(Cc1nc[nH]n1)NCCC1CN(C(=O)c2ccccc2)C1
XS848212a,O=C(C=1C=CC=CC1Cl)N2CCCC2C=3C=CC=4OCCCOC4C3,1,O=C(c1ccccc1)N1CCCC1c1ccc2c(c1)OCCCO2
XS848225a,O=C(NC=1C=CC=CC1OC=2C=CC=CC2)C3CC(=O)N(C3)C4CCCC4,1,O=C(Nc1ccccc1Oc1ccccc1)C1CC(=O)N(C2CCCC2)C1
XS730063b,CC1=NN(C)C(C)=C1CCC(=O)N2CCN(CC2)C(C)C(=O)NC3CC3,0,O=C(CN1CCN(C(=O)CCc2cn[nH]c2)CC1)NC1CC1
XS848219a,CN(CC1COC=2C=CC=CC2O1)C(=O)CN3C=NC=4C=CC=CC4C3=O,1,O=C(Cn1cnc2ccccc2c1=O)NCC1COc2ccccc2O1
XS848217a,CCCC(C)NC(=O)C=1C=CC(Cl)=C(C1)S(=O)(=O)NC(C)(C)C,0,c1ccccc1
XS837003b,O=C(NC=1C=CC=C(C1)CC(F)(F)F)NC=2C=CC(=NN2)C3CCOC3,1,O=C(Nc1ccccc1)Nc1ccc(C2CCOC2)nn1
XS848223a,CC(C)CCC(C)NC(=O)CS(=O)(=O)CC=1C=CC(F)=CC1Cl,1,c1ccccc1
XS848221a,COC=1C=CC(=CC1)C2CCCN2C(=O)C=3C=NC=C(Br)C3,1,O=C(c1cccnc1)N1CCCC1c1ccccc1
XS737273b,COC=1C=CC=C(C1)NC(=O)NCC=2C=CC=C(C2)NC(=O)C3CCCO3,1,O=C(NCc1cccc(NC(=O)C2CCCO2)c1)Nc1ccccc1
XS848239a,CC=1C=CC(=CC1)NC(=O)NCC(O)COC=2C=CC=C(C2)C(F)(F)F,1,O=C(NCCCOc1ccccc1)Nc1ccccc1
XS836958b,CC=1C=C(C=CC1F)N2C=C(COC(=O)C3CCC=4N=NN(C)C4C3)N=N2,1,O=C(OCc1cn(-c2ccccc2)nn1)C1CCc2nn[nH]c2C1
XS837642b,CC(=O)NC(C)C1=CC=C(S1)S(=O)(=O)NC=2C=CC(F)=CC2C#N,0,O=S(=O)(Nc1ccccc1)c1cccs1
XS848234a,COCC1=CSC(=C1)C(=O)N2CCC=3NC=NC3C2C=4C=CC(F)=CC4,0,O=C(c1cccs1)N1CCc2[nH]cnc2C1c1ccccc1
XS841620b,CN1C(CO)=NN=C1C2CCCN(C2)C=3N=CC(=CN3)OC=4C=CC=CC4,1,c1ccc(Oc2cnc(N3CCCC(c4nnc[nH]4)C3)nc2)cc1
XS495038b,CCN1N=NC=2C=C(C=CC21)C(=O)N3CCNCC3C=4C=CC=C(Cl)C4,0,O=C(c1ccc2[nH]nnc2c1)N1CCNCC1c1ccccc1
XS848241a,CC1=CC(=NO1)NC(=O)C(C)NC=2C=CC(=CC2)CCN3CCSCC3,1,O=C(CNc1ccc(CCN2CCSCC2)cc1)Nc1ccon1
XS583183b,CC(C)C(NCC=1C=CC(=NC1)N(C)C(C)C)C=2C=CC=3OCCOC3C2,0,c1cncc(CNCc2ccc3c(c2)OCCO3)c1
XS848232a,COC=1C=CC(=CC1)N2C=CN=C2SC(C)C(=O)NCC=3C=CC=CC3,0,O=C(CSc1nccn1-c1ccccc1)NCc1ccccc1
XS848238a,COC(=O)C=1C(CNC(=O)C(N)C=2C=C(C)C=C(C)C2)=NN3CCCCC13,0,O=C(Cc1ccccc1)NCc1cc2n(n1)CCCC2
XS848231a,CC=1C=C(Cl)C=CC1OCC(=O)OCC(=O)N2C=3C=CC=CC3CC2C,1,O=C(COc1ccccc1)OCC(=O)N1CCc2ccccc21
XS838478b,CC1=NN(C)C=2CCC(CC12)NC(=O)NC=3C=CC=4C5=CC=CC=C5CC4C3,1,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)NC1CCc2[nH]ncc2C1
XS841883b,O=C(NC(C=1C=CC=CC1)C(F)F)N2CCC3(CCC3)S(=O)(=O)CC2,0,O=C(NCc1ccccc1)N1CCC2(CCC2)S(=O)(=O)CC1
XS841952b,CC1CN(CCN1C(=O)COC(F)F)C(=O)C=2C(F)=CC=C3OC=CC23,1,O=C(c1cccc2occc12)N1CCNCC1
XS848235a,CN1C=CSC1=NC(=O)C2CC(=O)N(C2)C=3C=CC=C(C3)C(F)(F)F,1,O=C(N=c1[nH]ccs1)C1CC(=O)N(c2ccccc2)C1
XS848228a,CC(NC(=O)CN(C)CC=1C=CC=CC1N2CCOCC2)C=3C=CC=CC3,0,O=C(CNCc1ccccc1N1CCOCC1)NCc1ccccc1
MR045205b,CC(NC(=O)C1CCC1)C(=O)NCC=2C=CN=C(C2)OC=3C=CC=CC3F,1,O=C(CNC(=O)C1CCC1)NCc1ccnc(Oc2ccccc2)c1
XS848249a,O=C1C=2C=CC=CC2NC(C3=CNN=C3C4=CC=CS4)N1CC5=CC=CO5,0,O=C1c2ccccc2NC(c2c[nH]nc2-c2cccs2)N1Cc1ccco1
XS840674b,COC=1C=CC(OC)=C(C1)C2SCCN2S(=O)(=O)C=3C=CC=C(C)C3,0,O=S(=O)(c1ccccc1)N1CCSC1c1ccccc1
XS848251a,COC=1C=CC=C(C1)CN(C)C(=O)C=2CC(C(N)=O)N(N2)C=3C=CC(F)=CC3,0,O=C(NCc1ccccc1)C1=NN(c2ccccc2)CC1
XS848252a,COC=1C=CC=C(C1)C(CNC(=O)C(=O)C2=C(C)NC=3C=CC=CC23)N(C)C,0,O=C(NCCc1ccccc1)C(=O)c1c[nH]c2ccccc12
XS842258b,O=S(=O)(C=1C=CC=2CCCC2C1)N3CCCC(C3)C4=NN=C5C=CC=CN45,1,O=S(=O)(c1ccc2c(c1)CCC2)N1CCCC(c2nnc3ccccn23)C1
XS825811b,CCCNC(=O)C1CN(C(=O)C2=CN3C(C)=CC=CC3=N2)C=4C=CC=CC4O1,0,O=C(c1cn2ccccc2n1)N1CCOc2ccccc21
XS838481b,COC=1C=CC=CC1C2=NN=C(CC(=O)N3CC=4C=CC(F)=CC4CC3C)O2,1,O=C(Cc1nnc(-c2ccccc2)o1)N1CCc2ccccc2C1
XS848254a,CC=1C=CC(=CC1)C2=NOC(CS(=O)(=O)C(C)C(=O)NC3CCCC3)=N2,0,O=C(CS(=O)(=O)Cc1nc(-c2ccccc2)no1)NC1CCCC1
XS848243a,CN(CC=1C=CC=CC1)C2CCCN(CC3=NC=4C=CC=CC4C(=O)N3)CC2,0,O=c1[nH]c(CN2CCCC(NCc3ccccc3)CC2)nc2ccccc12
XS848253a,CC1=NC2=C(C#N)C=NN2C(C)=C1CCC(=O)NC(C)C3=CC=4C=CC=CC4O3,1,O=C(CCc1cnc2ccnn2c1)NCc1cc2ccccc2o1
XS848246a,CC(CNC(=O)COC(=O)CC1=NNC(=O)C=2C=CC=CC12)C=3C=CC=CC3,0,O=C(COC(=O)Cc1n[nH]c(=O)c2ccccc12)NCCc1ccccc1
XS848248a,CC=1C(Cl)=CC=CC1NC(=O)C(C)N2CCC(CC2)C(=O)N3CCCC3,0,O=C(CN1CCC(C(=O)N2CCCC2)CC1)Nc1ccccc1
XS848256a,CC1=CC(=CC(F)=C1)C(=O)NC2CN(CC32CC3)C(=O)C=4C=CC(CO)=NC4,0,O=C(NC1CN(C(=O)c2cccnc2)CC12CC2)c1ccccc1
XS839014b,CC(C)N1N=NN=C1C=2C=CC=C(C2)NC(=O)NCC3CN(C(=O)O3)C4CC4,1,O=C(NCC1CN(C2CC2)C(=O)O1)Nc1cccc(-c2nnn[nH]2)c1
XS782835b,CC1=C(C=NN1C=2C=C(C)C=CC2C)NC(=O)N3CCNC(=O)C3CC(C)C,1,O=C1CN(C(=O)Nc2cnn(-c3ccccc3)c2)CCN1
XS848250a,CC(CC1=NC(=NO1)C=2C=CC=CC2)NC(=O)N3CCCC4=C(C=NN4C)C3,0,O=C(NCCc1nc(-c2ccccc2)no1)N1CCCc2[nH]ncc2C1
XS557502b,CCC1CN(C=2C=CC=CC2O1)S(=O)(=O)C=3C=CC4=C(C3)CCN4C(C)=O,0,O=S(=O)(c1ccc2c(c1)CCN2)N1CCOc2ccccc21
XS837218b,COCC(NC(=O)NC1(CCCC1)C=2C=CC=3OCCOC3C2)C4=CC=CO4,1,O=C(NCc1ccco1)NC1(c2ccc3c(c2)OCCO3)CCCC1
XS848255a,CCNS(=O)(=O)C=1C=CC(F)=C(C1)C(=O)NC2CCOC=3C=CC=CC32,0,O=C(NC1CCOc2ccccc21)c1ccccc1
XS839139b,COC(=O)C(NC(=O)CN1N=NC=2C=CC=CC21)C=3C=CC(OC)=C(Cl)C3,1,O=C(Cn1nnc2ccccc21)NCc1ccccc1
XS552119b,CC=1C=CC(=CC1)C2CCCCN2S(=O)(=O)C=3C=NN(C3)C4CCOCC4,0,O=S(=O)(c1cnn(C2CCOCC2)c1)N1CCCCC1c1ccccc1
XS848258a,O=C(CN1CC(CCN2CCCC2=O)C=3C=CC=CC31)NC=4C=CC=C(Cl)C4,1,O=C(CN1CC(CCN2CCCC2=O)c2ccccc21)Nc1ccccc1
XS836492b,O=C(C1=C(N=C2C=NC=CN12)C(F)F)N3CCOCC3C=4C=C(F)C=C(F)C4,0,O=C(c1cnc2cnccn12)N1CCOCC1c1ccccc1
XS336027b,O=C(NC1CCC2=NC(=CN2C1)C=3C=CC(F)=CC3F)C4=COC(=N4)C5CCC5,0,O=C(NC1CCc2nc(-c3ccccc3)cn2C1)c1coc(C2CCC2)n1
XS440172b,CC1=NN2CC(CCC2=N1)NC(=O)NC=3C=CC(C)=CC3OCC=4C=CC=CC4,0,O=C(Nc1ccccc1OCc1ccccc1)NC1CCc2ncnn2C1
XS836826b,CC(COC=1C=CC=C(F)C1)NC(=O)C=2C=CC(=C(C2)[N+]([O-])=O)S(N)(=O)=O,1,O=C(NCCOc1ccccc1)c1ccccc1
XS841414b,O=C(CN1N=CC=2C=CC=CC21)N(CC(F)(F)F)C3CCCC=4C=CC=NC43,1,O=C(Cn1ncc2ccccc21)NC1CCCc2cccnc21
XS648981b,CCN(CC=1C=CN=CC1)C(=O)NCC(C2=CNC=3C=CC=CC23)C=4C=CC=CC4,0,O=C(NCc1ccncc1)NCC(c1ccccc1)c1c[nH]c2ccccc12
XS602204b,COC=1C=CC(=CC1)CN(CC=2C=CC(=CC2)SC)C3CCS(=O)(=O)C3,1,O=S1(=O)CCC(N(Cc2ccccc2)Cc2ccccc2)C1
XS839664b,COC=1C=C2CCCNC(=O)C2=CC1S(=O)(=O)NC(C3CC3)C4(O)COC4,0,O=C1NCCCc2ccc(S(=O)(=O)NC(C3CC3)C3COC3)cc21
XS848259a,O=C(C=1C=NN(C1)C=2C=CC(F)=CC2F)N3CCCC(C3)N4CCCCCC4,1,O=C(c1cnn(-c2ccccc2)c1)N1CCCC(N2CCCCCC2)C1
XS838155b,CCC=1C=CC(=CC1)C(C=2C=CC=NC2)N(CC)C(=O)C3=CN4CCOCC4=N3,0,O=C(NC(c1ccccc1)c1cccnc1)c1cn2c(n1)COCC2
XS838101c,COC(=O)C=1C=C(C)C=2C=C(NC2C1)C(=O)NC3CCN(C3)C4=CC(C)=NN4C,1,O=C(NC1CCN(c2ccn[nH]2)C1)c1cc2ccccc2[nH]1
XS848262a,COC1=CC=CC2=C(C=NN12)C(=O)N3CCC4(CC4NC(=O)C5=CCCC5)CC3,1,O=C(NC1CC12CCN(C(=O)c1cnn3ccccc13)CC2)C1=CCCC1
XS848264a,COC=1C=C(C=CC1OCC2CCCO2)CNC(=O)CC=3C=CC=CC3Cl,0,O=C(Cc1ccccc1)NCc1ccc(OCC2CCCO2)cc1
XS012456d,COC1=CC(=CC(OC)=C1OC)CC(=O)N2CCN(CC2)C(=O)C3CCCO3,0,O=C(Cc1ccccc1)N1CCN(C(=O)C2CCCO2)CC1
XS848268a,CC(C)C(NC(=O)C=1C=CC=C(C1)S(=O)(=O)NC2CC2)C=3C=CC(F)=CC3,0,O=C(NCc1ccccc1)c1cccc(S(=O)(=O)NC2CC2)c1
XS848267a,CC=1C=CC(Cl)=CC1N2CCN(CC(=O)NC3(C)CCS(=O)(=O)C3)CC2,0,O=C(CN1CCN(c2ccccc2)CC1)NC1CCS(=O)(=O)C1
XS837893b,CC1=C(C(=O)N2CCC=3C(Br)=CC=CC3C2)C(C)N4N=NN=C4N1C,0,O=C(C1=CNc2nnnn2C1)N1CCc2ccccc2C1
XS572626b,CC=1C=C(NC(=O)CN(CC=2C=CC=C(F)C2)C3CC3)N(N1)C4CCS(=O)(=O)C4,0,O=C(CN(Cc1ccccc1)C1CC1)Nc1ccnn1C1CCS(=O)(=O)C1
XS848276a,CCC=1C=CC=CC1N2CC(CC2=O)C(=O)N3CCN(CC3)C=4C=CC=C(C4)OC,1,O=C(C1CC(=O)N(c2ccccc2)C1)N1CCN(c2ccccc2)CC1
XS848281a,COC=1C=CC(C(=O)NCC(C=2C=CC=CC2Cl)N3CCCC3)=C(OC)C1OC,0,O=C(NCC(c1ccccc1)N1CCCC1)c1ccccc1
XS555434b,CC1=NC=2CCCC(C2S1)N(C)S(=O)(=O)C=3C=C(C)C=CC3Br,1,O=S(=O)(NC1CCCc2ncsc21)c1ccccc1
XS848278a,CCOC=1C=CC(=CC1)S(=O)(=O)NCCC(=O)NC(C)C=2C=CC=C(Cl)C2,0,O=C(CCNS(=O)(=O)c1ccccc1)NCc1ccccc1
XS848270a,CN(C(=O)C=1C=CC(=CC1)C(=O)NC=2C=NN(C2)CC3CCCO3)C=4C=CC=CC4,0,O=C(Nc1ccccc1)c1ccc(C(=O)Nc2cnn(CC3CCCO3)c2)cc1
XS848269a,COC=1C=C(C=CC1OC(F)F)CN(C)C(C)C(=O)NC=2SC=CC2C(N)=O,0,O=C(CNCc1ccccc1)Nc1cccs1
XS437067b,CCN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)CC(O)COC=3C=CC(F)=CC3,1,O=c1[nH]c(CNCCCOc2ccccc2)nc2ccccc12
XS848282a,O=C(NCC=1C=CC(=CC1)CN2C=CN=C2)C3CC(=O)N(C3)C=4C=CC=5CCCC5C4,1,O=C(NCc1ccc(Cn2ccnc2)cc1)C1CC(=O)N(c2ccc3c(c2)CCC3)C1
XS848285a,CN1C=C(C=N1)N(C(=O)C=2C=CC=CC2)C(C(=O)NC3CCCCC3)C=4C=CC=CN4,0,O=C(NC1CCCCC1)C(c1ccccn1)N(C(=O)c1ccccc1)c1cn[nH]c1
XS848274a,CC=1C=C(N2CCCC(C2)C(=O)N3CCOCC3)N4C(=NC=5C=CC=CC54)C1C#N,0,O=C(C1CCCN(c2cccc3nc4ccccc4n23)C1)N1CCOCC1
XS848280a,CN(CC(=O)NCC(C=1C=CC=CC1)N2CCCC2)S(=O)(=O)C=3C=CC(F)=CC3,1,O=C(CNS(=O)(=O)c1ccccc1)NCC(c1ccccc1)N1CCCC1
XS848273a,COC=1C=C(C=C(C1)C=2CC(C=3C=CC(Cl)=C(F)C3)N(N2)S(C)(=O)=O)OC,0,c1ccc(C2=NNC(c3ccccc3)C2)cc1
XS837611b,COC=1C=C2CCN(CC2=CC1C)C(C(=O)O)C=3C=CC(F)=C(Br)C3,1,c1ccc(CN2CCc3ccccc3C2)cc1
XS839016b,O=C(CC1CC2(CC2)CO1)NC3(CCCCC3)C(=O)NC=4C=C5COCCN5N4,1,O=C(CC1CC2(CC2)CO1)NC1(C(=O)Nc2cc3n(n2)CCOC3)CCCCC1
XS848275a,CC(C)(C)C=1C=C(NC(=O)CSCC=2C=CC=CC2)N(N1)C3CCS(=O)(=O)C3,0,O=C(CSCc1ccccc1)Nc1ccnn1C1CCS(=O)(=O)C1
XS848277a,CCN(CC)S(=O)(=O)C=1C=CC(=CC1)NC(=O)CN(C)C2CCC=3C=CC=CC32,0,O=C(CNC1CCc2ccccc21)Nc1ccccc1
XS848290a,CN1N=CC(C(=O)NC2CC3(CCN(C)CC3)OC=4C=CC=CC42)=C1CC=5C=CC=CC5,0,O=C(NC1CC2(CCNCC2)Oc2ccccc21)c1cn[nH]c1Cc1ccccc1
XS842121b,CC(CN(C)C(=O)C=1C=CC(=CC1N)S(C)(=O)=O)OC=2C=CC(Cl)=C(Cl)C2,1,O=C(NCCOc1ccccc1)c1ccccc1
XS848298a,COC(=O)CC1C(=O)NCCN1C(=O)CSC2=NN=C(O2)C3=CNC=4C=CC=CC34,0,O=C1CN(C(=O)CSc2nnc(-c3c[nH]c4ccccc34)o2)CCN1
XS848300a,CC1=CC(C)=NN1C=2C=CC(=CC2)CC(=O)N3CCCC3C=4C=CC=5OCCCOC5C4,1,O=C(Cc1ccc(-n2cccn2)cc1)N1CCCC1c1ccc2c(c1)OCCCO2
XS848289a,O=C(C1CCCC=2NN=CC21)N3CCCN(CC3)S(=O)(=O)C=4C=CC=5OCCOC5C4,1,O=C(C1CCCc2[nH]ncc21)N1CCCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1
XS842682b,CC1CC=2C=C(C=CC2N1S(C)(=O)=O)C3=CSC(CC4=CN5C=CC=CC5=N4)=N3,0,c1ccn2cc(Cc3nc(-c4ccc5c(c4)CCN5)cs3)nc2c1
XS836479b,CN1C=C(C(=O)NC(C=2C=CC=C(F)C2)C=3C=CC=C(Br)C3)C(=O)N(C)C1=O,0,O=C(NC(c1ccccc1)c1ccccc1)c1c[nH]c(=O)[nH]c1=O
XS838098b,CC=1N=C2C=CC(Cl)=CC2=CC1C(=O)NCC=3C=CC(=NC3)N4CCCCC4CCO,0,O=C(NCc1ccc(N2CCCCC2)nc1)c1cnc2ccccc2c1
XS838237b,CC1(C)CC(=C2C(C1)=NN(C=3C=CC=CC3)P2(=S)NC=4C=CC=CN4)N5CCCC5,0,S=P1(Nc2ccccn2)C2=C(N3CCCC3)CCCC2=NN1c1ccccc1
XS840387b,CCC(C)C=1C=CC(=CC1)S(=O)(=O)N2CCN(CC3=CC(=O)N(C)C(=O)N3C)CC2,1,O=c1cc(CN2CCN(S(=O)(=O)c3ccccc3)CC2)[nH]c(=O)[nH]1
XS848294a,CC(=O)N1CCC(CC1)C(=O)NCC(C2=CNC=3C=CC=CC23)C=4C=CC=CC4Cl,1,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)C1CCNCC1
XS838968b,CC=1N=C(OC1C=2C=CC(Cl)=CC2)C(C)N3CCN(CC4=NOC(=N4)C5CC5)CC3,0,c1ccc(-c2cnc(CN3CCN(Cc4noc(C5CC5)n4)CC3)o2)cc1
XS838868b,CCCNC(=O)C(C=1C=CN=CC1Br)N(CC)CC=2C=CC=C3OCOC23,0,c1cc(CNCc2ccncc2)c2c(c1)OCO2
XS848296a,CN1C(CNC=2C=CC=C(C2)C(=O)NC(CO)C=3C=CC=C(F)C3)=NN=C1C=4C=CN=CN4,1,O=C(NCc1ccccc1)c1cccc(NCc2nnc(-c3ccncn3)[nH]2)c1
XS848291a,CC(C)CC(C(=O)N1CCN(CC2=NC=3C=CC=CC3C(=O)N2)CC1)N4C(=O)C=5C=CC=CC5C4=O,0,O=C(CN1C(=O)c2ccccc2C1=O)N1CCN(Cc2nc3ccccc3c(=O)[nH]2)CC1
XS848295a,COC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)NC(=O)CN3C=4C=CC=CC4CC3C,1,O=C(CN1CCc2ccccc21)Nc1cccc(S(=O)(=O)N2CCCCC2)c1
XS848292a,CCN(CC)C(CN1C(=O)NC=2C=C(C=CC2C1=O)C(=O)OC)C=3C=CC=C(C3)OC,0,O=c1[nH]c2ccccc2c(=O)n1CCc1ccccc1
XS848287a,CC1=NC2=C(C#N)C=NN2C(C)=C1CCC(=O)NC(CC(C)C)C(=O)N3CCC(O)CC3,0,O=C(CCc1cnc2ccnn2c1)NCC(=O)N1CCCCC1
XS776866b,CC(C)CN1CC(CC1=O)C(=O)NCC2(CCOCC2)C=3C=CC(Br)=CC3,1,O=C1CC(C(=O)NCC2(c3ccccc3)CCOCC2)CN1
XS839553b,CC(NC(=O)C1=CSN=N1)C(C)(F)F,1,c1csnn1
XS837753b,O=C1C=CC(F)=CN1CC2CCCOC2,1,O=c1ccccn1CC1CCCOC1
XS848305a,CC1=C(C=NN1C)C(=O)NC(C)C2=CC=CS2,1,O=C(NCc1cccs1)c1cn[nH]c1
XS848308a,CC1=CSC(=N1)NC(=O)C2CCCNC2,1,O=C(Nc1nccs1)C1CCCNC1
XS848307a,CCC(C(=O)N1CCC(N)CC1)C=2C=CC=CC2,0,O=C(Cc1ccccc1)N1CCCCC1
XS848313a,O=C(NCC=1C=CC=CC1F)C2CCCN2,0,O=C(NCc1ccccc1)C1CCCN1
XS838384b,OC=1C=NC(=NC1)NCCOC2CC2(F)F,1,c1cnc(NCCOC2CC2)nc1
XS848311a,CC(O)CNC(=O)C1=CC=2CCCCC2S1,0,c1cc2c(s1)CCCC2
XS841878b,CC(CNC=1C=CC(C#N)=CC1)C2=NC=CS2,1,c1ccc(NCCc2nccs2)cc1
XS842170b,O=C(N1CCCC1CF)N2CCOCC2,0,O=C(N1CCCC1)N1CCOCC1
XS058644c,CCOC=1C=CC(=CC1)NC2CCCCNC2=O,1,O=C1NCCCCC1Nc1ccccc1
MT289386b,CN1C(=NC=2C=CC=CC21)C3CCCN3,0,c1ccc2[nH]c(C3CCCN3)nc2c1
XS848303a,CCC(N)C(=O)NC=1C=CC=2CCCC2C1,0,c1ccc2c(c1)CCC2
XS041621c,O=C(O)C1CCCCN1CC=2C=CC=C(F)C2,0,c1ccc(CN2CCCCC2)cc1
XS848302a,CNCC(=O)N1C=2C=CC=CC2NC(=O)CC1C,0,O=C1CCNc2ccccc2N1
XS842716b,CC=1C=C(F)C=CC1NC(C)CC2=CC=NO2,1,c1ccc(NCCc2ccno2)cc1
XS667143b,CC=1C=CC(=CN1)NC(=O)N2CCC(C2)C3CC3,0,O=C(Nc1cccnc1)N1CCC(C2CC2)C1
XS840191b,CNS(=O)(=O)N1CCC(C)C(F)(F)C1,1,C1CCNCC1
XS848309a,CC1=NOC(=N1)C(C)SC=2N=C(C)C=C(N)N2,1,c1cnc(SCc2ncno2)nc1
XS848312a,CCC(C)NC(=O)C1=CC=2C=CC=CC2C(=O)N1,0,O=c1[nH]ccc2ccccc12
XS848306a,O=C(NCC=1C=CC=CC1)C2CCCO2,1,O=C(NCc1ccccc1)C1CCCO1
XS837287b,CC(C(=O)N(C)CC(F)F)C=1C=CC(=CC1)N(C)C,0,c1ccccc1
XS848315a,CNC(=O)CCN(C)C(C)C1=NC(=NO1)C(C)C,1,c1ncon1
XS842056b,CC1=NC(C=CC2=NN=C(O2)C3CCOC3)=CS1,1,C(=Cc1nnc(C2CCOC2)o1)c1cscn1
XS848323a,NC1CCCN(C1)C(=O)C=2C=C(Cl)C=CC2Cl,0,O=C(c1ccccc1)N1CCCCC1
XS848325a,CC=1C=C(C)C=C(C1)C(=O)N2CCCC(C2)C(=O)O,0,O=C(c1ccccc1)N1CCCCC1
XS729062b,NC1CCCN(C1)C(=O)C=2C=CC(=CC2)OC(F)F,1,O=C(c1ccccc1)N1CCCCC1
XS836734b,CC1=CC(C(=O)NNC(=O)C2CC=CCC2)=C(C)O1,0,O=C(NNC(=O)C1CC=CCC1)c1ccoc1
XS848317a,CC(C)(C)NC(=O)N1CCCCCC1C2=CC=CO2,0,c1coc(C2CCCCCN2)c1
XS841394b,CC(NS(C)(=O)=O)C(=O)NC1(CC1)C2(C)CC2,1,C1CC1C1CC1
XS838106b,CC(C)N1C(=O)CC(NC=2N=CC=NC2F)C1=O,1,O=C1CC(Nc2cnccn2)C(=O)N1
XS848322a,CCCC(C)N(C)CC1=NC(=NO1)C=2C=CC=NC2,0,c1cncc(-c2ncon2)c1
XS848316a,CCNC(=O)N(C)C1CCCC=2N=C(C)SC21,1,c1nc2c(s1)CCCC2
XS848321a,CCC(C)NS(=O)(=O)C=1C=CC(OC)=C(C)C1,0,c1ccccc1
XS725051b,CCN(CC=1C=CC(OC)=C(F)C1)C(=O)CC(C)N,0,c1ccccc1
XS848314a,N#CC=1C=CC(=CC1)OCCN2CCCC2C(N)=O,0,c1ccc(OCCN2CCCC2)cc1
XS848324a,CC(OC=1C=CC(C#N)=CC1)C(=O)NC=2C=CNN2,1,O=C(COc1ccccc1)Nc1cc[nH]n1
XS757383b,CC1C2=CC=CN2CCN1C(=O)C=3C=CC=C(C#N)C3,1,O=C(c1ccccc1)N1CCn2cccc2C1
XS605996b,CC=1C=C(ON1)C(=O)N2CC(C)OC=3C=CC=CC32,1,O=C(c1ccno1)N1CCOc2ccccc21
XS842302b,C#CCC(NC(=O)C=1C=NC2=CC=CC=C2N1)C(N)=O,0,c1ccc2nccnc2c1
XS730713b,CNC1CCCN(C1)C(=O)C=2N=CC=C3C=CC=CC23,0,O=C(c1nccc2ccccc12)N1CCCCC1
XS848320a,CC(C)C(C)NC(=O)NC=1C=CC=CC1CC(N)=O,0,c1ccccc1
XS842554b,CC(NC(=O)NC1=NN=CS1)C=2C=CC(C#N)=CC2,0,O=C(NCc1ccccc1)Nc1nncs1
XS400381b,CC1=NC(=CS1)CCNC(=O)C2CCC(=O)NC2,0,O=C1CCC(C(=O)NCCc2cscn2)CN1
XS848328a,O=C(NC1CCOC2(CCC2)C1)C=3C=CC=4C=CNC4C3,0,O=C(NC1CCOC2(CCC2)C1)c1ccc2cc[nH]c2c1
XS842062b,CC1=CN=C(S1)C(C)NC(=O)C=2C=C3CCCN3N2,0,O=C(NCc1nccs1)c1cc2n(n1)CCC2
XS837384b,OCC=1C=C(F)C=CC1NCC2CCCC(F)(F)C2,1,c1ccc(NCC2CCCCC2)cc1
XS588503b,CCC1C(=O)NCCN1C(=O)CSC=2C=CC=CC2,0,O=C1CN(C(=O)CSc2ccccc2)CCN1
XS848338a,COC=1C=CC(=CC1)CNC(=O)C(NC(C)=O)C(C)C,1,c1ccccc1
XS848331a,CNC(=O)NC1CN(C1)C(=O)C(C)C=2C=CC=C(C)C2,0,O=C(Cc1ccccc1)N1CCC1
XS839711b,CC(C(=O)N(C)C1=CC=NN1C)C2=CC=C(Cl)S2,1,O=C(Cc1cccs1)Nc1ccn[nH]1
XS848339a,CC(C)OC=1N=CC=CC1CNC(=O)CC2C=CCC2,0,O=C(CC1C=CCC1)NCc1cccnc1
XS698873b,CC1=NNC=C1CNC(C)C=2C=CC=C(C2)OC(C)C,0,c1ccc(CNCc2cn[nH]c2)cc1
XS848329a,CC=1C=CN=C(N1)NC2CCCN(C2)C3=NC=CNC3=O,0,O=c1[nH]ccnc1N1CCCC(Nc2ncccn2)C1
XS482787b,O=C(O)C=1C=CC(=NC1)N2CCC(CC=3C=CC=CC3)C2,1,c1ccc(CC2CCN(c3ccccn3)C2)cc1
XS848330a,CC1CC=2C=CC=CC2N1C(=O)CSC=3N=CC=CN3,1,O=C(CSc1ncccn1)N1CCc2ccccc21
XS848333a,CNC1CCCN(C1)C(=O)CCC=2C=CC=CC2Cl,0,O=C(CCc1ccccc1)N1CCCCC1
XS848340a,CN1C(CN2CCCC(O)C2)=NC=3C=C(Cl)C=CC31,0,c1ccc2[nH]c(CN3CCCCC3)nc2c1
XS848326a,O=C(C1CCNC1)N2CCN(CC2)C=3C=CC=CC3F,0,O=C(C1CCNC1)N1CCN(c2ccccc2)CC1
XS848332a,NC(=O)C1CCCCN1CC2=CC(=NO2)C=3C=CC=CC3,1,c1ccc(-c2cc(CN3CCCCC3)on2)cc1
XS838707b,COC(=O)C1CN(CC=2NN=CC21)C=3N=CC=NC3F,1,c1cnc(N2CCc3cn[nH]c3C2)cn1
XS848337a,CCCC(C)NC(=O)C=1C=NN(C1C)C=2C=CC=C(C)C2,0,c1ccc(-n2cccn2)cc1
